DATE,AAA,A,AA,BBB,BB,B,CCC
1996-12-31,6.72,6.97,6.82,7.26,8.36,10.01,13.97
1997-01-02,6.8,7.06,6.92,7.36,8.43,10.0,13.95
1997-01-03,6.8,7.04,6.9,7.34,8.43,10.01,14.02
1997-01-06,6.8,7.06,6.92,7.37,8.45,10.05,14.03
1997-01-07,6.82,7.09,6.95,7.39,8.47,10.07,14.05
1997-01-08,6.84,7.11,6.97,7.41,8.47,10.07,14.06
1997-01-09,6.81,7.05,6.91,7.35,8.44,10.04,14.1
1997-01-10,6.9,7.16,7.03,7.44,8.5,10.06,14.11
1997-01-13,6.9,7.15,7.01,7.44,8.49,10.06,14.15
1997-01-14,6.83,7.06,6.93,7.35,8.42,10.03,14.03
1997-01-15,6.83,7.06,6.92,7.35,8.4,10.0,13.96
1997-01-16,6.84,7.1,6.96,7.39,8.42,10.0,13.92
1997-01-17,6.83,7.08,6.95,7.38,8.41,10.0,13.93
1997-01-20,6.83,7.08,6.95,7.38,8.4,10.0,13.87
1997-01-21,6.82,7.05,6.91,7.34,8.38,9.98,13.87
1997-01-22,6.83,7.08,6.94,7.37,8.38,9.95,13.83
1997-01-23,6.86,7.11,6.97,7.4,8.4,9.95,13.88
1997-01-24,6.91,7.15,7.01,7.44,8.41,9.95,13.84
1997-01-27,6.96,7.19,7.06,7.48,8.43,9.94,13.8
1997-01-28,6.91,7.14,7.01,7.43,8.4,9.94,13.69
1997-01-29,6.9,7.14,7.01,7.43,8.4,9.88,13.83
1997-01-30,6.86,7.11,6.99,7.4,8.37,9.9,13.86
1997-01-31,6.81,7.04,6.91,7.33,8.35,9.92,13.94
1997-02-03,6.76,6.97,6.85,7.27,8.28,9.9,13.86
1997-02-04,6.74,6.96,6.83,7.25,8.27,9.89,13.81
1997-02-05,6.77,6.98,6.85,7.28,8.27,9.87,13.79
1997-02-06,6.77,6.99,6.86,7.28,8.26,9.86,13.77
1997-02-07,6.72,6.94,6.81,7.23,8.22,9.85,13.71
1997-02-10,6.72,6.93,6.8,7.23,8.21,9.83,13.64
1997-02-11,6.72,6.93,6.81,7.23,8.21,9.81,13.63
1997-02-12,6.74,6.95,6.82,7.24,8.21,9.79,13.59
1997-02-13,6.65,6.87,6.74,7.15,8.15,9.77,13.58
1997-02-14,6.57,6.81,6.68,7.1,8.1,9.74,13.53
1997-02-18,6.59,6.82,6.69,7.11,8.09,9.75,13.48
1997-02-19,6.62,6.85,6.72,7.14,8.09,9.74,13.45
1997-02-20,6.69,6.91,6.78,7.2,8.11,9.69,13.39
1997-02-21,6.69,6.9,6.78,7.19,8.11,9.66,13.41
1997-02-24,6.71,6.93,6.8,7.21,8.12,9.64,13.37
1997-02-25,6.72,6.93,6.81,7.22,8.11,9.63,13.23
1997-02-26,6.88,7.09,6.97,7.37,8.2,9.62,13.22
1997-02-27,6.9,7.11,6.99,7.39,8.22,9.65,13.21
1997-02-28,6.93,7.12,6.99,7.39,8.27,9.68,13.27
1997-03-03,6.94,7.12,7.0,7.4,8.24,9.66,13.32
1997-03-04,6.97,7.15,7.02,7.43,8.25,9.66,13.12
1997-03-05,6.96,7.14,7.01,7.42,8.27,9.64,13.3
1997-03-06,6.99,7.17,7.04,7.45,8.29,9.65,13.29
1997-03-07,6.94,7.11,6.99,7.39,8.25,9.64,13.3
1997-03-10,6.94,7.11,6.99,7.39,8.24,9.65,13.33
1997-03-11,6.94,7.12,7.0,7.4,8.24,9.63,13.33
1997-03-12,6.98,7.15,7.03,7.43,8.26,9.63,13.3
1997-03-13,7.09,7.26,7.14,7.54,8.32,9.65,13.33
1997-03-14,7.07,7.24,7.12,7.52,8.32,9.68,13.37
1997-03-17,7.08,7.26,7.13,7.53,8.32,9.7,13.31
1997-03-18,7.08,7.25,7.13,7.53,8.33,9.71,13.34
1997-03-19,7.11,7.28,7.15,7.55,8.35,9.76,13.27
1997-03-20,7.11,7.29,7.16,7.55,8.35,9.79,13.28
1997-03-21,7.11,7.29,7.16,7.55,8.35,9.8,13.29
1997-03-24,7.09,7.26,7.14,7.53,8.34,9.82,13.3
1997-03-25,7.13,7.29,7.17,7.56,8.36,9.81,13.32
1997-03-26,7.17,7.34,7.22,7.6,8.42,9.87,13.38
1997-03-27,7.27,7.44,7.32,7.7,8.5,9.94,13.44
1997-03-31,7.25,7.46,7.33,7.72,8.61,10.21,13.69
1997-04-01,7.23,7.43,7.3,7.69,8.61,10.24,13.73
1997-04-02,7.22,7.43,7.3,7.69,8.62,10.27,13.78
1997-04-03,7.21,7.42,7.28,7.68,8.62,10.28,13.81
1997-04-04,7.26,7.48,7.34,7.74,8.67,10.3,13.78
1997-04-07,7.21,7.43,7.29,7.69,8.63,10.26,13.76
1997-04-08,7.24,7.46,7.32,7.72,8.65,10.27,13.77
1997-04-09,7.24,7.46,7.32,7.72,8.65,10.25,13.79
1997-04-10,7.24,7.46,7.33,7.72,8.65,10.26,13.84
1997-04-11,7.31,7.53,7.4,7.79,8.69,10.28,13.94
1997-04-14,7.32,7.54,7.4,7.8,8.71,10.29,13.9
1997-04-15,7.22,7.44,7.3,7.7,8.64,10.23,13.72
1997-04-16,7.24,7.46,7.32,7.72,8.65,10.22,13.66
1997-04-17,7.2,7.42,7.28,7.67,8.62,10.21,13.69
1997-04-18,7.18,7.4,7.26,7.65,8.6,10.15,13.64
1997-04-21,7.21,7.43,7.29,7.69,8.61,10.16,13.58
1997-04-22,7.2,7.41,7.29,7.67,8.6,10.14,13.54
1997-04-23,7.24,7.46,7.34,7.72,8.62,10.12,13.53
1997-04-24,7.27,7.5,7.38,7.76,8.64,10.11,13.52
1997-04-25,7.29,7.51,7.39,7.77,8.65,10.1,13.52
1997-04-28,7.26,7.49,7.37,7.75,8.64,10.12,13.64
1997-04-29,7.12,7.35,7.23,7.6,8.54,10.09,13.58
1997-04-30,7.07,7.29,7.15,7.55,8.5,10.16,13.78
1997-05-01,7.04,7.26,7.12,7.52,8.46,10.08,13.76
1997-05-02,7.01,7.24,7.1,7.5,8.42,10.05,13.73
1997-05-05,7.01,7.25,7.11,7.5,8.41,9.99,13.71
1997-05-06,7.02,7.25,7.11,7.5,8.41,9.95,13.71
1997-05-07,7.08,7.32,7.18,7.57,8.44,9.97,13.7
1997-05-08,7.06,7.29,7.15,7.54,8.43,9.95,13.65
1997-05-09,7.0,7.23,7.09,7.48,8.38,9.9,13.58
1997-05-12,6.98,7.21,7.07,7.46,8.36,9.91,13.55
1997-05-13,7.04,7.27,7.13,7.52,8.38,9.82,13.56
1997-05-14,6.99,7.23,7.09,7.48,8.32,9.82,13.5
1997-05-15,6.99,7.22,7.08,7.47,8.3,9.78,13.44
1997-05-16,7.02,7.25,7.11,7.5,8.33,9.74,13.43
1997-05-19,7.03,7.26,7.13,7.51,8.33,9.73,13.44
1997-05-20,7.01,7.24,7.11,7.49,8.31,9.74,13.42
1997-05-21,7.05,7.28,7.15,7.53,8.33,9.75,13.41
1997-05-22,7.07,7.31,7.18,7.55,8.34,9.74,13.37
1997-05-23,7.06,7.29,7.17,7.54,8.33,9.73,13.37
1997-05-27,7.1,7.33,7.21,7.58,8.35,9.72,13.39
1997-05-28,7.11,7.34,7.22,7.58,8.36,9.71,13.46
1997-05-29,7.07,7.3,7.17,7.54,8.31,9.69,13.36
1997-05-30,7.0,7.23,7.1,7.48,8.27,9.65,13.31
1997-05-31,6.99,7.24,7.11,7.49,8.31,9.69,13.34
1997-06-02,6.97,7.22,7.09,7.46,8.26,9.73,13.31
1997-06-03,6.94,7.19,7.06,7.43,8.23,9.74,13.28
1997-06-04,6.94,7.19,7.06,7.43,8.22,9.72,13.2
1997-06-05,6.94,7.19,7.06,7.43,8.21,9.7,13.17
1997-06-06,6.85,7.09,6.96,7.33,8.16,9.68,13.06
1997-06-09,6.89,7.13,7.0,7.37,8.14,9.63,12.95
1997-06-10,6.9,7.15,7.02,7.39,8.14,9.6,12.92
1997-06-11,6.89,7.14,7.01,7.38,8.13,9.57,12.9
1997-06-12,6.81,7.05,6.92,7.3,8.06,9.55,12.93
1997-06-13,6.77,7.01,6.89,7.26,8.02,9.55,12.93
1997-06-16,6.74,6.98,6.85,7.23,8.0,9.51,12.83
1997-06-17,6.77,7.01,6.88,7.25,7.99,9.5,12.84
1997-06-18,6.74,6.98,6.85,7.23,7.98,9.53,12.87
1997-06-19,6.74,6.98,6.85,7.23,8.01,9.52,12.89
1997-06-20,6.72,6.96,6.83,7.2,7.99,9.52,12.92
1997-06-23,6.75,6.98,6.85,7.23,8.02,9.52,12.96
1997-06-24,6.75,6.99,6.86,7.23,8.01,9.51,12.96
1997-06-25,6.78,7.03,6.9,7.27,8.03,9.44,12.96
1997-06-26,6.82,7.07,6.94,7.31,8.08,9.51,13.1
1997-06-27,6.79,7.04,6.91,7.28,8.06,9.51,13.06
1997-06-30,6.86,7.1,6.96,7.33,8.08,9.64,13.29
1997-07-01,6.8,7.04,6.9,7.27,8.03,9.62,13.26
1997-07-02,6.77,7.01,6.87,7.25,7.99,9.69,13.27
1997-07-03,6.66,6.92,6.78,7.15,7.97,9.64,13.28
1997-07-07,6.63,6.87,6.73,7.11,7.93,9.66,13.25
1997-07-08,6.64,6.88,6.73,7.11,7.93,9.65,13.21
1997-07-09,6.62,6.85,6.7,7.08,7.9,9.63,13.13
1997-07-10,6.62,6.85,6.71,7.09,7.89,9.61,13.12
1997-07-11,6.6,6.83,6.69,7.07,7.84,9.59,13.11
1997-07-14,6.62,6.86,6.71,7.09,7.8,9.58,13.1
1997-07-15,6.62,6.86,6.71,7.08,7.78,9.53,13.07
1997-07-16,6.56,6.8,6.65,7.03,7.73,9.5,13.04
1997-07-17,6.56,6.8,6.65,7.03,7.74,9.49,13.01
1997-07-18,6.59,6.83,6.69,7.06,7.76,9.49,13.03
1997-07-21,6.62,6.86,6.71,7.08,7.77,9.48,13.11
1997-07-22,6.51,6.75,6.6,6.97,7.68,9.46,13.09
1997-07-23,6.47,6.74,6.59,6.96,7.64,9.45,13.06
1997-07-24,6.5,6.75,6.6,6.97,7.65,9.45,13.05
1997-07-25,6.53,6.77,6.62,6.99,7.66,9.42,13.07
1997-07-28,6.46,6.73,6.58,6.95,7.62,9.41,13.06
1997-07-29,6.45,6.69,6.53,6.91,7.6,9.38,13.12
1997-07-30,6.42,6.64,6.48,6.87,7.57,9.36,13.1
1997-07-31,6.4,6.61,6.44,6.84,7.58,9.38,12.7
1997-08-01,6.55,6.79,6.63,7.01,7.67,9.36,12.7
1997-08-04,6.57,6.81,6.65,7.03,7.67,9.37,12.73
1997-08-05,6.58,6.82,6.66,7.04,7.68,9.37,12.73
1997-08-06,6.58,6.82,6.66,7.04,7.69,9.36,12.66
1997-08-07,6.6,6.84,6.68,7.05,7.71,9.35,12.62
1997-08-08,6.71,6.95,6.81,7.17,7.79,9.43,12.73
1997-08-11,6.71,6.95,6.8,7.17,7.78,9.44,12.73
1997-08-12,6.75,6.98,6.84,7.2,7.83,9.46,12.72
1997-08-13,6.71,6.95,6.8,7.17,7.8,9.47,12.71
1997-08-14,6.65,6.88,6.73,7.1,7.76,9.46,12.62
1997-08-15,6.64,6.87,6.72,7.09,7.73,9.45,12.59
1997-08-18,6.59,6.82,6.67,7.04,7.72,9.45,12.62
1997-08-19,6.59,6.83,6.67,7.04,7.72,9.44,12.63
1997-08-20,6.63,6.86,6.7,7.07,7.74,9.43,12.61
1997-08-21,6.65,6.91,6.76,7.12,7.78,9.44,12.6
1997-08-22,6.73,6.96,6.82,7.19,7.8,9.46,12.71
1997-08-25,6.75,6.98,6.84,7.2,7.83,9.45,12.69
1997-08-26,6.74,6.97,6.83,7.19,7.83,9.46,12.7
1997-08-27,6.74,6.98,6.83,7.2,7.83,9.47,12.69
1997-08-28,6.64,6.91,6.76,7.12,7.78,9.48,12.57
1997-08-29,6.69,6.95,6.79,7.16,7.81,9.48,12.59
1997-08-31,6.7,6.95,6.79,7.17,7.85,9.6,12.6
1997-09-02,6.65,6.91,6.75,7.13,7.82,9.6,12.51
1997-09-03,6.68,6.94,6.78,7.16,7.84,9.59,12.56
1997-09-04,6.69,6.94,6.78,7.16,7.84,9.6,12.52
1997-09-05,6.72,6.97,6.8,7.19,7.86,9.6,12.51
1997-09-08,6.69,6.95,6.78,7.17,7.83,9.59,12.46
1997-09-09,6.71,6.96,6.79,7.18,7.84,9.59,12.43
1997-09-10,6.74,6.98,6.82,7.21,7.84,9.58,12.36
1997-09-11,6.77,7.0,6.84,7.23,7.85,9.6,12.36
1997-09-12,6.65,6.92,6.75,7.13,7.81,9.58,12.33
1997-09-15,6.66,6.9,6.73,7.12,7.78,9.55,12.29
1997-09-16,6.49,6.74,6.56,6.96,7.67,9.52,12.08
1997-09-17,6.45,6.73,6.55,6.94,7.62,9.47,12.02
1997-09-18,6.46,6.74,6.56,6.96,7.61,9.42,11.94
1997-09-19,6.48,6.72,6.54,6.94,7.58,9.4,11.92
1997-09-22,6.47,6.7,6.52,6.91,7.6,9.39,11.93
1997-09-23,6.45,6.73,6.55,6.95,7.61,9.38,11.91
1997-09-24,6.46,6.68,6.51,6.9,7.59,9.38,11.87
1997-09-25,6.5,6.76,6.58,6.98,7.63,9.38,11.87
1997-09-26,6.48,6.72,6.53,6.93,7.58,9.38,11.87
1997-09-29,6.44,6.73,6.54,6.94,7.6,9.4,11.84
1997-09-30,6.5,6.68,6.54,6.96,7.63,9.47,12.01
1997-10-01,6.46,6.6,6.48,6.89,7.56,9.43,11.94
1997-10-02,6.44,6.58,6.45,6.87,7.55,9.41,11.91
1997-10-03,6.42,6.55,6.43,6.85,7.52,9.37,11.87
1997-10-06,6.39,6.52,6.41,6.82,7.5,9.34,11.8
1997-10-07,6.37,6.5,6.39,6.79,7.47,9.32,11.76
1997-10-08,6.48,6.62,6.5,6.91,7.52,9.29,11.71
1997-10-09,6.49,6.64,6.52,6.93,7.55,9.33,11.74
1997-10-10,6.56,6.77,6.59,7.01,7.55,9.34,11.75
1997-10-13,6.56,6.77,6.59,7.0,7.62,9.34,11.75
1997-10-14,6.48,6.64,6.51,6.92,7.56,9.33,11.73
1997-10-15,6.49,6.68,6.55,6.96,7.56,9.31,11.66
1997-10-16,6.48,6.67,6.55,6.96,7.55,9.31,11.59
1997-10-17,6.59,6.75,6.62,7.03,7.62,9.32,11.61
1997-10-20,6.56,6.73,6.59,7.01,7.6,9.32,11.64
1997-10-21,6.56,6.74,6.59,7.01,7.6,9.33,11.68
1997-10-22,6.54,6.73,6.59,6.99,7.58,9.33,11.66
1997-10-23,6.48,6.67,6.5,6.91,7.55,9.34,11.68
1997-10-24,6.45,6.64,6.46,6.88,7.54,9.35,11.66
1997-10-27,6.32,6.51,6.32,6.76,7.51,9.52,11.98
1997-10-28,6.44,6.65,6.46,6.89,7.67,9.63,12.19
1997-10-29,6.37,6.57,6.38,6.81,7.59,9.58,12.1
1997-10-30,6.32,6.52,6.32,6.76,7.57,9.6,12.11
1997-10-31,6.35,6.6,6.4,6.81,7.6,9.62,13.07
1997-11-03,6.44,6.68,6.47,6.9,7.62,9.59,13.06
1997-11-04,6.48,6.71,6.51,6.93,7.63,9.55,12.68
1997-11-05,6.47,6.71,6.51,6.93,7.61,9.51,12.58
1997-11-06,6.43,6.68,6.47,6.9,7.58,9.49,12.55
1997-11-07,6.43,6.68,6.47,6.9,7.58,9.51,12.62
1997-11-10,6.44,6.69,6.47,6.91,7.6,9.47,12.55
1997-11-11,6.43,6.69,6.47,6.91,7.59,9.47,12.53
1997-11-12,6.43,6.67,6.46,6.89,7.58,9.48,12.57
1997-11-13,6.41,6.66,6.45,6.88,7.58,9.51,12.63
1997-11-14,6.41,6.65,6.44,6.87,7.59,9.51,12.68
1997-11-17,6.4,6.65,6.43,6.86,7.58,9.5,12.64
1997-11-18,6.4,6.65,6.44,6.86,7.57,9.49,12.62
1997-11-19,6.34,6.62,6.41,6.83,7.55,9.5,12.64
1997-11-20,6.38,6.64,6.43,6.86,7.56,9.5,12.63
1997-11-21,6.35,6.61,6.4,6.82,7.53,9.5,12.62
1997-11-24,6.41,6.66,6.44,6.87,7.55,9.5,12.66
1997-11-25,6.41,6.65,6.44,6.86,7.55,9.49,12.66
1997-11-26,6.41,6.66,6.45,6.88,7.53,9.49,12.63
1997-11-27,6.41,6.66,6.45,6.88,7.53,9.49,12.63
1997-11-28,6.42,6.67,6.46,6.89,7.53,9.48,12.67
1997-11-30,6.41,6.67,6.46,6.89,7.56,9.52,13.14
1997-12-01,6.4,6.67,6.46,6.89,7.56,9.5,13.13
1997-12-02,6.4,6.66,6.45,6.88,7.54,9.47,13.06
1997-12-03,6.38,6.64,6.43,6.85,7.53,9.45,13.0
1997-12-04,6.38,6.64,6.43,6.87,7.53,9.44,12.96
1997-12-05,6.44,6.71,6.49,6.94,7.57,9.44,13.02
1997-12-08,6.48,6.76,6.56,6.98,7.59,9.41,12.99
1997-12-09,6.47,6.74,6.54,6.96,7.59,9.41,13.02
1997-12-10,6.43,6.69,6.49,6.92,7.55,9.41,13.06
1997-12-11,6.36,6.62,6.42,6.84,7.51,9.41,13.05
1997-12-12,6.29,6.56,6.34,6.78,7.47,9.4,13.09
1997-12-15,6.32,6.66,6.39,6.81,7.48,9.38,13.01
1997-12-16,6.32,6.63,6.37,6.8,7.46,9.38,13.06
1997-12-17,6.35,6.67,6.41,6.83,7.5,9.38,13.08
1997-12-18,6.31,6.63,6.36,6.79,7.43,9.38,13.1
1997-12-19,6.26,6.58,6.3,6.75,7.43,9.38,13.15
1997-12-22,6.27,6.62,6.32,6.76,7.42,9.38,13.22
1997-12-23,6.27,6.63,6.32,6.77,7.43,9.4,13.25
1997-12-24,6.29,6.65,6.34,6.79,7.45,9.4,13.26
1997-12-26,6.29,6.63,6.34,6.78,7.44,9.4,13.27
1997-12-29,6.3,6.65,6.36,6.8,7.45,9.4,13.28
1997-12-30,6.35,6.69,6.4,6.84,7.48,9.41,13.31
1997-12-31,6.3,6.51,6.35,6.8,7.5,9.45,13.07
1998-01-02,6.23,6.43,6.27,6.73,7.44,9.43,13.06
1998-01-05,6.1,6.3,6.14,6.6,7.32,9.41,13.05
1998-01-06,6.07,6.27,6.11,6.57,7.3,9.38,13.01
1998-01-07,6.13,6.32,6.16,6.62,7.36,9.37,12.98
1998-01-08,6.06,6.25,6.08,6.55,7.32,9.33,12.91
1998-01-09,5.98,6.16,5.99,6.47,7.25,9.32,12.88
1998-01-12,5.97,6.16,6.0,6.47,7.26,9.31,12.87
1998-01-13,6.0,6.2,6.03,6.51,7.3,9.31,12.8
1998-01-14,6.03,6.23,6.06,6.54,7.32,9.28,12.73
1998-01-15,6.04,6.25,6.08,6.55,7.32,9.25,12.68
1998-01-16,6.11,6.31,6.14,6.62,7.36,9.23,12.61
1998-01-19,6.11,6.31,6.14,6.62,7.36,9.23,12.62
1998-01-20,6.13,6.34,6.17,6.65,7.38,9.23,12.51
1998-01-21,6.1,6.31,6.14,6.62,7.36,9.2,12.42
1998-01-22,6.12,6.32,6.15,6.63,7.37,9.19,12.41
1998-01-23,6.23,6.43,6.26,6.75,7.46,9.18,12.4
1998-01-26,6.19,6.4,6.22,6.71,7.42,9.17,12.4
1998-01-27,6.24,6.45,6.28,6.76,7.46,9.19,12.45
1998-01-28,6.25,6.46,6.29,6.78,7.46,9.18,12.41
1998-01-29,6.14,6.35,6.19,6.68,7.38,9.16,12.38
1998-01-30,6.12,6.34,6.16,6.69,7.35,9.15,12.52
1998-01-31,6.1,6.34,6.16,6.67,7.32,9.13,12.55
1998-02-02,6.15,6.38,6.2,6.71,7.35,9.1,12.5
1998-02-03,6.14,6.37,6.19,6.7,7.33,9.08,12.61
1998-02-04,6.15,6.37,6.2,6.7,7.34,9.08,12.61
1998-02-05,6.2,6.42,6.24,6.75,7.38,9.06,12.64
1998-02-06,6.2,6.43,6.24,6.75,7.38,9.05,12.62
1998-02-09,6.23,6.45,6.27,6.78,7.4,9.07,12.63
1998-02-10,6.22,6.44,6.26,6.77,7.39,9.07,12.64
1998-02-11,6.16,6.4,6.21,6.72,7.35,9.06,12.62
1998-02-12,6.15,6.38,6.2,6.71,7.32,9.06,12.6
1998-02-13,6.12,6.35,6.17,6.68,7.31,9.05,12.56
1998-02-16,6.11,6.35,6.17,6.68,7.3,9.04,12.51
1998-02-17,6.07,6.31,6.13,6.64,7.28,9.03,12.52
1998-02-18,6.11,6.35,6.17,6.68,7.3,9.02,12.47
1998-02-19,6.13,6.37,6.19,6.7,7.32,9.03,12.5
1998-02-20,6.14,6.39,6.21,6.71,7.32,9.03,12.48
1998-02-23,6.19,6.43,6.25,6.75,7.35,9.03,12.46
1998-02-24,6.28,6.52,6.35,6.84,7.42,9.05,12.5
1998-02-25,6.24,6.48,6.31,6.81,7.41,9.07,12.52
1998-02-26,6.26,6.5,6.33,6.83,7.42,9.07,12.5
1998-02-27,6.23,6.47,6.3,6.8,7.4,9.08,12.49
1998-02-28,6.23,6.47,6.3,6.79,7.47,9.1,12.43
1998-03-02,6.3,6.55,6.38,6.87,7.52,9.1,12.45
1998-03-03,6.35,6.59,6.43,6.92,7.58,9.13,12.49
1998-03-04,6.35,6.58,6.42,6.91,7.58,9.14,12.53
1998-03-05,6.36,6.59,6.42,6.92,7.58,9.15,12.58
1998-03-06,6.31,6.54,6.38,6.87,7.56,9.15,12.67
1998-03-09,6.25,6.49,6.33,6.82,7.52,9.15,12.68
1998-03-10,6.25,6.5,6.33,6.83,7.53,9.15,12.71
1998-03-11,6.23,6.47,6.3,6.8,7.5,9.13,12.63
1998-03-12,6.17,6.41,6.24,6.74,7.46,9.11,12.56
1998-03-13,6.18,6.42,6.25,6.75,7.47,9.11,12.55
1998-03-16,6.15,6.39,6.22,6.72,7.43,9.07,12.46
1998-03-17,6.18,6.41,6.24,6.74,7.44,9.06,12.43
1998-03-18,6.2,6.43,6.26,6.76,7.45,9.05,12.35
1998-03-19,6.2,6.44,6.26,6.76,7.45,9.03,12.32
1998-03-20,6.19,6.43,6.26,6.75,7.44,9.02,12.29
1998-03-23,6.18,6.42,6.25,6.75,7.43,9.01,12.25
1998-03-24,6.18,6.42,6.25,6.74,7.42,9.01,12.22
1998-03-25,6.25,6.48,6.32,6.81,7.48,8.99,12.17
1998-03-26,6.28,6.52,6.35,6.84,7.5,8.98,12.15
1998-03-27,6.28,6.52,6.36,6.85,7.49,8.98,12.11
1998-03-30,6.31,6.55,6.38,6.87,7.5,9.0,12.12
1998-03-31,6.26,6.48,6.31,6.81,7.5,9.07,12.61
1998-04-01,6.21,6.44,6.26,6.76,7.44,9.06,12.56
1998-04-02,6.17,6.39,6.22,6.72,7.43,9.04,12.56
1998-04-03,6.09,6.34,6.13,6.64,7.37,9.03,12.59
1998-04-06,6.13,6.38,6.17,6.68,7.39,9.02,12.55
1998-04-07,6.15,6.39,6.19,6.69,7.41,9.03,12.55
1998-04-08,6.18,6.4,6.23,6.73,7.44,9.02,12.55
1998-04-09,6.19,6.41,6.24,6.74,7.45,9.02,12.51
1998-04-13,6.25,6.47,6.3,6.81,7.49,9.03,12.56
1998-04-14,6.21,6.44,6.27,6.77,7.47,9.04,12.53
1998-04-15,6.2,6.42,6.24,6.75,7.46,9.01,12.43
1998-04-16,6.18,6.4,6.22,6.73,7.44,9.01,12.44
1998-04-17,6.18,6.41,6.23,6.74,7.43,9.01,12.44
1998-04-20,6.23,6.48,6.28,6.78,7.45,9.01,12.46
1998-04-21,6.27,6.51,6.31,6.82,7.48,9.02,12.49
1998-04-22,6.27,6.52,6.32,6.82,7.48,9.01,12.48
1998-04-23,6.28,6.5,6.32,6.83,7.49,9.02,12.47
1998-04-24,6.26,6.48,6.3,6.81,7.46,9.02,12.47
1998-04-27,6.37,6.6,6.43,6.93,7.57,9.15,12.63
1998-04-28,6.38,6.61,6.44,6.94,7.57,9.13,12.62
1998-04-29,6.4,6.61,6.44,6.94,7.57,9.15,12.66
1998-04-30,6.27,6.48,6.3,6.82,7.6,9.15,12.86
1998-05-01,6.25,6.46,6.29,6.8,7.57,9.13,12.84
1998-05-04,6.25,6.47,6.29,6.81,7.56,9.09,12.81
1998-05-05,6.28,6.5,6.32,6.84,7.58,9.09,12.83
1998-05-06,6.26,6.45,6.27,6.79,7.55,9.1,12.85
1998-05-07,6.26,6.46,6.28,6.81,7.57,9.1,12.9
1998-05-08,6.29,6.49,6.31,6.83,7.58,9.11,12.88
1998-05-11,6.36,6.56,6.38,6.9,7.62,9.14,12.91
1998-05-12,6.29,6.49,6.31,6.83,7.59,9.16,12.98
1998-05-13,6.27,6.47,6.29,6.81,7.57,9.16,12.98
1998-05-14,6.29,6.5,6.32,6.84,7.59,9.17,13.03
1998-05-15,6.29,6.49,6.31,6.83,7.58,9.16,13.14
1998-05-18,6.24,6.45,6.27,6.78,7.56,9.16,13.13
1998-05-19,6.25,6.46,6.29,6.8,7.57,9.17,13.17
1998-05-20,6.22,6.43,6.25,6.76,7.55,9.16,13.16
1998-05-21,6.27,6.48,6.3,6.81,7.57,9.16,13.11
1998-05-22,6.25,6.46,6.29,6.79,7.56,9.16,13.1
1998-05-25,6.25,6.46,6.29,6.79,7.55,9.16,13.11
1998-05-26,6.2,6.41,6.23,6.74,7.52,9.16,13.1
1998-05-27,6.18,6.39,6.21,6.72,7.51,9.16,13.14
1998-05-28,6.19,6.4,6.22,6.73,7.51,9.16,13.14
1998-05-29,6.18,6.38,6.21,6.71,7.5,9.15,13.14
1998-05-31,6.2,6.38,6.19,6.71,7.61,9.21,13.35
1998-06-01,6.18,6.35,6.17,6.68,7.56,9.19,13.28
1998-06-02,6.2,6.37,6.19,6.71,7.58,9.18,13.24
1998-06-03,6.21,6.39,6.2,6.73,7.59,9.19,13.21
1998-06-04,6.23,6.41,6.22,6.75,7.6,9.18,13.24
1998-06-05,6.22,6.4,6.21,6.74,7.59,9.17,13.24
1998-06-08,6.22,6.4,6.22,6.74,7.58,9.17,13.23
1998-06-09,6.22,6.4,6.22,6.74,7.58,9.17,13.23
1998-06-10,6.16,6.33,6.16,6.67,7.54,9.17,13.23
1998-06-11,6.09,6.27,6.09,6.61,7.49,9.17,13.25
1998-06-12,6.08,6.26,6.08,6.6,7.49,9.18,13.29
1998-06-15,6.04,6.22,6.05,6.57,7.46,9.18,13.29
1998-06-16,6.1,6.29,6.11,6.63,7.5,9.23,13.37
1998-06-17,6.18,6.37,6.2,6.71,7.59,9.25,13.37
1998-06-18,6.14,6.34,6.16,6.68,7.56,9.24,13.37
1998-06-19,6.12,6.31,6.14,6.65,7.54,9.24,13.38
1998-06-22,6.11,6.3,6.13,6.64,7.53,9.27,13.4
1998-06-23,6.11,6.3,6.12,6.64,7.54,9.27,13.4
1998-06-24,6.11,6.3,6.13,6.64,7.53,9.24,13.39
1998-06-25,6.12,6.31,6.14,6.64,7.53,9.22,13.41
1998-06-26,6.11,6.3,6.13,6.64,7.52,9.22,13.43
1998-06-29,6.12,6.31,6.13,6.65,7.53,9.22,13.43
1998-06-30,6.11,6.32,6.14,6.67,7.65,9.32,13.6
1998-07-01,6.09,6.3,6.12,6.65,7.62,9.32,13.56
1998-07-02,6.07,6.28,6.1,6.63,7.62,9.31,13.54
1998-07-03,6.07,6.28,6.1,6.63,7.62,9.31,13.55
1998-07-06,6.05,6.26,6.08,6.61,7.61,9.3,13.53
1998-07-07,6.07,6.28,6.1,6.63,7.62,9.28,13.51
1998-07-08,6.08,6.3,6.12,6.65,7.61,9.27,13.47
1998-07-09,6.06,6.27,6.09,6.63,7.6,9.27,13.46
1998-07-10,6.07,6.32,6.1,6.63,7.6,9.27,13.47
1998-07-13,6.12,6.37,6.15,6.68,7.62,9.27,13.47
1998-07-14,6.15,6.4,6.17,6.71,7.63,9.27,13.52
1998-07-15,6.14,6.4,6.16,6.7,7.61,9.23,13.47
