DATE,AAA,A,AA,BBB,BB,B,CCC
2003-11-12,4.22,4.35,3.81,5.25,6.43,8.0,12.84
2003-11-13,4.09,4.21,3.67,5.1,6.38,7.99,12.92
2003-11-14,4.03,4.15,3.6,5.03,6.35,7.97,12.91
2003-11-17,3.97,4.09,3.54,4.98,6.3,7.9,12.87
2003-11-18,3.97,4.08,3.55,4.96,6.28,7.89,12.81
2003-11-19,4.03,4.15,3.61,5.03,6.29,7.89,12.73
2003-11-20,3.97,4.08,3.54,4.98,6.27,7.96,12.79
2003-11-21,3.96,4.07,3.54,4.97,6.26,7.94,12.78
2003-11-24,4.03,4.15,3.62,5.03,6.26,7.96,12.72
2003-11-25,4.0,4.12,3.59,4.99,6.24,7.82,12.66
2003-11-26,4.06,4.17,3.65,5.04,6.23,7.81,12.64
2003-11-27,4.05,4.17,3.65,5.04,6.23,7.8,12.65
2003-11-28,4.13,4.24,3.72,5.11,6.24,7.79,12.62
2003-11-30,4.18,4.27,3.75,5.15,6.21,7.91,12.75
2003-12-01,4.23,4.33,3.82,5.2,6.22,7.86,12.63
2003-12-02,4.21,4.31,3.79,5.17,6.2,7.81,12.55
2003-12-03,4.23,4.34,3.82,5.18,6.17,7.73,12.44
2003-12-04,4.2,4.29,3.78,5.12,6.13,7.67,12.44
2003-12-05,4.05,4.13,3.61,4.98,6.07,7.62,12.35
2003-12-08,4.1,4.18,3.66,5.03,6.07,7.59,12.29
2003-12-09,4.16,4.25,3.72,5.09,6.06,7.56,12.28
2003-12-10,4.12,4.21,3.68,5.05,6.05,7.55,12.27
2003-12-11,4.04,4.13,3.59,4.98,6.05,7.6,12.27
2003-12-12,4.05,4.13,3.6,4.97,6.04,7.59,12.27
2003-12-15,4.06,4.14,3.62,4.97,6.02,7.52,12.22
2003-12-16,4.02,4.11,3.58,4.95,6.01,7.51,12.22
2003-12-17,3.99,4.08,3.55,4.91,6.0,7.5,12.24
2003-12-18,3.97,4.05,3.53,4.88,5.97,7.49,12.21
2003-12-19,3.96,4.04,3.52,4.85,5.95,7.46,12.2
2003-12-22,3.98,4.06,3.55,4.87,5.94,7.44,12.16
2003-12-23,4.06,4.15,3.64,4.96,5.92,7.41,12.15
2003-12-24,3.99,4.08,3.56,4.89,5.9,7.41,12.15
2003-12-26,3.95,4.03,3.51,4.84,5.89,7.41,12.15
2003-12-29,4.0,4.08,3.56,4.89,5.89,7.41,12.15
2003-12-30,4.03,4.12,3.59,4.93,5.88,7.4,12.1
2003-12-31,4.04,4.13,3.61,4.92,6.05,7.47,11.64
2004-01-02,4.14,4.23,3.71,5.01,6.07,7.46,11.63
2004-01-05,4.14,4.24,3.72,5.0,6.02,7.38,11.35
2004-01-06,4.05,4.14,3.61,4.89,5.94,7.29,11.13
2004-01-07,4.02,4.11,3.59,4.87,5.88,7.21,11.0
2004-01-08,4.02,4.11,3.6,4.86,5.86,7.16,10.9
2004-01-09,3.88,3.95,3.43,4.71,5.81,7.12,10.89
2004-01-12,3.86,3.93,3.42,4.7,5.77,7.11,10.86
2004-01-13,3.82,3.88,3.37,4.66,5.76,7.12,10.85
2004-01-14,3.8,3.87,3.36,4.64,5.74,7.09,10.82
2004-01-15,3.8,3.86,3.37,4.62,5.69,7.02,10.71
2004-01-16,3.83,3.89,3.4,4.65,5.7,7.03,10.69
2004-01-19,3.82,3.89,3.39,4.64,5.69,7.02,10.7
2004-01-20,3.85,3.92,3.41,4.67,5.69,7.01,10.67
2004-01-21,3.83,3.9,3.4,4.66,5.67,6.97,10.57
2004-01-22,3.78,3.84,3.34,4.59,5.65,6.94,10.5
2004-01-23,3.86,3.93,3.42,4.67,5.65,6.92,10.47
2004-01-26,3.91,3.98,3.47,4.73,5.67,6.95,10.55
2004-01-27,3.87,3.93,3.42,4.68,5.69,7.02,10.66
2004-01-28,3.98,4.05,3.55,4.8,5.75,7.08,10.76
2004-01-29,3.98,4.06,3.55,4.82,5.79,7.2,10.97
2004-01-30,3.94,4.01,3.51,4.77,5.84,7.27,10.98
2004-01-31,3.98,4.04,3.48,4.81,5.89,7.32,11.04
2004-02-02,3.98,4.05,3.51,4.82,5.89,7.32,11.08
2004-02-03,3.93,4.0,3.46,4.77,5.93,7.38,11.18
2004-02-04,3.96,4.01,3.48,4.79,5.95,7.43,11.25
2004-02-05,4.01,4.07,3.54,4.84,6.0,7.5,11.43
2004-02-06,3.93,3.99,3.45,4.76,6.0,7.53,11.5
2004-02-09,3.9,3.96,3.42,4.73,5.95,7.45,11.34
2004-02-10,3.94,4.0,3.47,4.77,5.94,7.45,11.39
2004-02-11,3.87,3.93,3.39,4.69,5.92,7.42,11.34
2004-02-12,3.9,3.96,3.41,4.72,5.89,7.38,11.08
2004-02-13,3.86,3.92,3.37,4.68,5.88,7.38,11.12
2004-02-16,3.85,3.9,3.36,4.67,5.85,7.34,11.09
2004-02-17,3.85,3.91,3.36,4.68,5.84,7.35,11.07
2004-02-18,3.86,3.92,3.37,4.67,5.84,7.35,11.16
2004-02-19,3.86,3.92,3.37,4.67,5.83,7.35,11.23
2004-02-20,3.9,3.96,3.42,4.72,5.84,7.36,11.33
2004-02-23,3.85,3.91,3.36,4.68,5.83,7.4,11.47
2004-02-24,3.84,3.89,3.35,4.68,5.85,7.45,11.61
2004-02-25,3.83,3.88,3.33,4.67,5.82,7.42,11.52
2004-02-26,3.85,3.9,3.36,4.69,5.81,7.4,11.54
2004-02-27,3.8,3.85,3.31,4.64,5.78,7.37,11.46
2004-02-29,3.83,3.9,3.33,4.67,5.78,7.42,11.44
2004-03-01,3.83,3.9,3.34,4.66,5.75,7.39,11.39
2004-03-02,3.87,3.95,3.4,4.71,5.74,7.37,11.36
2004-03-03,3.89,3.97,3.42,4.73,5.75,7.38,11.35
2004-03-04,3.86,3.93,3.39,4.7,5.73,7.36,11.4
2004-03-05,3.69,3.76,3.21,4.53,5.62,7.31,11.33
2004-03-08,3.64,3.7,3.15,4.47,5.58,7.27,11.26
2004-03-09,3.6,3.65,3.11,4.44,5.54,7.25,11.28
2004-03-10,3.62,3.68,3.13,4.46,5.52,7.23,11.34
2004-03-11,3.63,3.68,3.14,4.48,5.55,7.28,11.43
2004-03-12,3.64,3.69,3.15,4.5,5.54,7.26,11.45
2004-03-15,3.64,3.7,3.16,4.5,5.54,7.27,11.58
2004-03-16,3.57,3.63,3.09,4.43,5.54,7.31,11.71
2004-03-17,3.58,3.63,3.09,4.43,5.53,7.27,11.65
2004-03-18,3.63,3.68,3.14,4.48,5.54,7.31,11.69
2004-03-19,3.65,3.71,3.17,4.51,5.54,7.3,11.69
2004-03-22,3.6,3.66,3.11,4.46,5.53,7.32,11.79
2004-03-23,3.59,3.65,3.1,4.45,5.54,7.32,11.84
2004-03-24,3.59,3.65,3.1,4.46,5.55,7.34,11.87
2004-03-25,3.6,3.67,3.11,4.47,5.54,7.33,11.83
2004-03-26,3.68,3.76,3.2,4.55,5.56,7.32,11.75
2004-03-29,3.71,3.8,3.23,4.58,5.54,7.27,11.66
2004-03-30,3.72,3.81,3.25,4.58,5.54,7.25,11.71
2004-03-31,3.66,3.78,3.21,4.59,5.6,7.4,11.64
2004-04-01,3.71,3.84,3.26,4.64,5.6,7.37,11.54
2004-04-02,3.92,4.06,3.48,4.85,5.73,7.44,11.53
2004-04-05,3.99,4.12,3.55,4.91,5.77,7.45,11.55
2004-04-06,3.95,4.08,3.51,4.86,5.76,7.44,11.49
2004-04-07,3.95,4.08,3.51,4.85,5.74,7.41,11.43
2004-04-08,3.97,4.1,3.53,4.87,5.74,7.38,11.4
2004-04-12,3.99,4.12,3.54,4.88,5.74,7.37,11.36
2004-04-13,4.08,4.22,3.64,4.98,5.8,7.42,11.38
2004-04-14,4.14,4.28,3.72,5.04,5.87,7.48,11.48
2004-04-15,4.17,4.3,3.72,5.06,5.87,7.45,11.44
2004-04-16,4.12,4.25,3.66,5.01,5.92,7.6,11.53
2004-04-19,4.14,4.28,3.69,5.05,5.85,7.42,11.41
2004-04-20,4.19,4.32,3.73,5.09,5.87,7.41,11.38
2004-04-21,4.21,4.34,3.78,5.1,5.91,7.45,11.45
2004-04-22,4.15,4.29,3.72,5.03,5.88,7.41,11.37
2004-04-23,4.25,4.39,3.83,5.12,5.96,7.57,11.44
2004-04-26,4.23,4.37,3.81,5.09,5.87,7.4,11.36
2004-04-27,4.19,4.33,3.77,5.06,5.87,7.37,11.33
2004-04-28,4.27,4.4,3.84,5.13,5.91,7.4,11.4
2004-04-29,4.33,4.47,3.91,5.2,5.99,7.48,11.49
2004-04-30,4.34,4.46,3.89,5.21,6.08,7.56,11.77
2004-05-03,4.33,4.46,3.89,5.2,6.09,7.56,11.83
2004-05-04,4.35,4.49,3.92,5.23,6.14,7.66,11.96
2004-05-05,4.41,4.52,3.95,5.27,6.17,7.67,11.93
2004-05-06,4.44,4.57,4.0,5.33,6.25,7.78,12.08
2004-05-07,4.63,4.76,4.21,5.51,6.41,7.91,12.2
2004-05-10,4.63,4.77,4.21,5.54,6.56,8.13,12.54
2004-05-11,4.62,4.76,4.2,5.52,6.6,8.13,12.56
2004-05-12,4.64,4.78,4.21,5.55,6.66,8.21,12.69
2004-05-13,4.7,4.84,4.27,5.61,6.75,8.34,12.84
2004-05-14,4.63,4.77,4.2,5.54,6.75,8.38,12.9
2004-05-17,4.55,4.68,4.11,5.45,6.68,8.36,12.94
2004-05-18,4.59,4.72,4.15,5.47,6.64,8.3,12.85
2004-05-19,4.64,4.77,4.21,5.52,6.62,8.2,12.68
2004-05-20,4.57,4.71,4.12,5.47,6.61,8.23,12.73
2004-05-21,4.61,4.75,4.16,5.51,6.61,8.21,12.62
2004-05-24,4.59,4.73,4.14,5.49,6.6,8.16,12.49
2004-05-25,4.58,4.72,4.13,5.48,6.58,8.14,12.45
2004-05-26,4.53,4.66,4.08,5.43,6.54,8.08,12.33
2004-05-27,4.46,4.59,4.0,5.35,6.49,8.03,12.31
2004-05-28,4.54,4.65,4.07,5.4,6.5,8.01,12.33
2004-05-31,4.57,4.71,4.15,5.44,6.6,8.1,12.34
2004-06-01,4.6,4.74,4.18,5.48,6.6,8.11,12.33
2004-06-02,4.64,4.78,4.23,5.51,6.61,8.12,12.33
2004-06-03,4.63,4.77,4.22,5.51,6.62,8.12,12.33
2004-06-04,4.7,4.84,4.28,5.57,6.62,8.1,12.25
2004-06-07,4.68,4.82,4.26,5.54,6.62,8.09,12.2
2004-06-08,4.68,4.82,4.27,5.54,6.6,8.02,12.13
2004-06-09,4.72,4.87,4.32,5.59,6.62,8.03,12.06
2004-06-10,4.72,4.87,4.33,5.58,6.61,8.02,12.06
2004-06-11,4.71,4.86,4.33,5.58,6.61,8.02,12.06
2004-06-14,4.8,4.96,4.42,5.66,6.65,8.03,12.1
2004-06-15,4.64,4.78,4.25,5.48,6.56,7.98,12.02
2004-06-16,4.67,4.82,4.3,5.52,6.55,7.95,11.9
2004-06-17,4.64,4.79,4.26,5.49,6.54,7.93,11.88
2004-06-18,4.66,4.8,4.27,5.5,6.53,7.91,11.82
2004-06-21,4.63,4.78,4.25,5.48,6.51,7.88,11.77
2004-06-22,4.64,4.79,4.25,5.48,6.5,7.85,11.74
2004-06-23,4.63,4.78,4.24,5.47,6.48,7.84,11.73
2004-06-24,4.58,4.73,4.2,5.42,6.44,7.82,11.72
2004-06-25,4.59,4.73,4.19,5.43,6.43,7.81,11.7
2004-06-28,4.67,4.82,4.29,5.52,6.46,7.81,11.7
2004-06-29,4.64,4.79,4.26,5.49,6.45,7.82,11.81
2004-06-30,4.6,4.76,4.24,5.46,6.58,7.99,11.96
2004-07-01,4.55,4.7,4.17,5.4,6.53,7.95,11.93
2004-07-02,4.45,4.6,4.07,5.31,6.48,7.88,11.9
2004-07-05,4.45,4.6,4.07,5.3,6.48,7.88,11.89
2004-07-06,4.46,4.61,4.07,5.32,6.46,7.84,11.94
2004-07-07,4.46,4.6,4.07,5.31,6.44,7.8,11.92
2004-07-08,4.45,4.6,4.06,5.31,6.42,7.77,11.89
2004-07-09,4.44,4.59,4.05,5.3,6.4,7.76,11.84
2004-07-12,4.43,4.57,4.03,5.28,6.36,7.74,11.81
2004-07-13,4.46,4.6,4.07,5.31,6.36,7.71,11.79
2004-07-14,4.48,4.62,4.09,5.32,6.34,7.67,11.76
2004-07-15,4.48,4.62,4.1,5.31,6.32,7.63,11.7
2004-07-16,4.36,4.5,3.99,5.18,6.26,7.59,11.67
2004-07-19,4.36,4.5,3.99,5.18,6.23,7.56,11.66
2004-07-20,4.45,4.59,4.08,5.27,6.24,7.53,11.64
2004-07-21,4.49,4.63,4.13,5.31,6.26,7.56,11.65
2004-07-22,4.47,4.61,4.11,5.29,6.27,7.6,11.74
2004-07-23,4.46,4.59,4.1,5.27,6.27,7.63,11.78
2004-07-26,4.49,4.63,4.13,5.31,6.27,7.66,11.9
2004-07-27,4.58,4.73,4.22,5.4,6.35,7.73,11.99
2004-07-28,4.57,4.71,4.2,5.39,6.38,7.76,11.99
2004-07-29,4.55,4.7,4.18,5.37,6.35,7.71,11.97
2004-07-30,4.46,4.61,4.1,5.28,6.31,7.67,11.93
2004-07-31,4.49,4.64,4.15,5.33,6.37,7.82,12.04
2004-08-02,4.46,4.64,4.15,5.33,6.35,7.81,12.03
2004-08-03,4.44,4.61,4.12,5.3,6.33,7.79,12.03
2004-08-04,4.44,4.61,4.13,5.31,6.33,7.79,12.1
2004-08-05,4.42,4.59,4.1,5.29,6.31,7.76,12.06
2004-08-06,4.22,4.39,3.89,5.1,6.21,7.7,12.04
2004-08-09,4.25,4.41,3.91,5.13,6.21,7.7,12.07
2004-08-10,4.3,4.47,3.98,5.19,6.24,7.68,12.18
2004-08-11,4.3,4.47,3.98,5.19,6.24,7.68,12.15
2004-08-12,4.27,4.44,3.94,5.15,6.24,7.69,12.22
2004-08-13,4.22,4.39,3.9,5.11,6.22,7.68,12.2
2004-08-16,4.25,4.42,3.91,5.13,6.22,7.66,12.17
2004-08-17,4.2,4.37,3.86,5.07,6.17,7.65,12.1
2004-08-18,4.22,4.38,3.88,5.09,6.16,7.6,12.01
2004-08-19,4.2,4.36,3.86,5.07,6.14,7.59,11.98
2004-08-20,4.22,4.39,3.89,5.09,6.12,7.57,11.95
2004-08-23,4.25,4.42,3.92,5.13,6.12,7.56,11.91
2004-08-24,4.25,4.42,3.92,5.12,6.12,7.54,11.89
2004-08-25,4.24,4.41,3.91,5.11,6.1,7.48,11.82
2004-08-26,4.21,4.38,3.89,5.07,6.09,7.48,11.76
2004-08-27,4.21,4.38,3.88,5.07,6.08,7.45,11.73
2004-08-30,4.17,4.34,3.85,5.03,6.04,7.43,11.72
2004-08-31,4.14,4.32,3.82,4.99,6.17,7.48,11.86
2004-09-01,4.13,4.32,3.82,4.99,6.16,7.48,11.82
2004-09-02,4.18,4.37,3.87,5.04,6.13,7.46,11.78
2004-09-03,4.29,4.48,3.98,5.13,6.17,7.47,11.78
2004-09-06,4.28,4.47,3.97,5.13,6.16,7.47,11.79
2004-09-07,4.25,4.43,3.94,5.09,6.18,7.47,11.75
2004-09-08,4.18,4.35,3.86,5.0,6.12,7.42,11.67
2004-09-09,4.2,4.38,3.89,5.03,6.09,7.38,11.63
2004-09-10,4.18,4.36,3.87,5.02,6.06,7.36,11.58
2004-09-13,4.16,4.34,3.86,4.99,6.05,7.31,11.57
2004-09-14,4.13,4.31,3.82,4.96,6.01,7.28,11.49
2004-09-15,4.16,4.34,3.86,4.98,6.02,7.29,11.5
2004-09-16,4.08,4.25,3.76,4.89,6.0,7.32,11.48
2004-09-17,4.13,4.31,3.82,4.95,5.97,7.25,11.47
2004-09-20,4.07,4.24,3.75,4.88,5.94,7.23,11.51
2004-09-21,4.07,4.24,3.76,4.88,5.92,7.23,11.47
2004-09-22,4.04,4.21,3.75,4.85,5.9,7.19,11.48
2004-09-23,4.08,4.25,3.8,4.9,5.9,7.15,11.43
2004-09-24,4.1,4.27,3.82,4.91,5.92,7.17,11.47
2004-09-27,4.07,4.24,3.78,4.88,5.88,7.17,11.54
2004-09-28,4.07,4.24,3.78,4.88,5.87,7.18,11.56
2004-09-29,4.14,4.32,3.85,4.95,5.92,7.22,11.54
2004-09-30,4.18,4.36,3.89,4.99,6.0,7.27,11.78
2004-10-01,4.22,4.4,3.93,5.03,6.04,7.25,11.73
2004-10-04,4.2,4.39,3.92,5.01,6.04,7.25,11.7
2004-10-05,4.19,4.38,3.92,5.01,6.04,7.25,11.68
2004-10-06,4.24,4.44,3.97,5.06,6.01,7.21,11.64
2004-10-07,4.26,4.46,3.99,5.08,6.01,7.19,11.59
2004-10-08,4.16,4.34,3.88,4.97,5.97,7.17,11.54
2004-10-11,4.16,4.34,3.87,4.97,5.96,7.16,11.53
2004-10-12,4.12,4.31,3.84,4.94,5.93,7.14,11.56
2004-10-13,4.1,4.28,3.81,4.91,5.93,7.13,11.57
2004-10-14,4.05,4.22,3.76,4.86,5.89,7.13,11.51
2004-10-15,4.09,4.27,3.8,4.9,5.9,7.11,11.48
2004-10-18,4.08,4.26,3.79,4.9,5.92,7.13,11.57
2004-10-19,4.08,4.26,3.79,4.9,5.93,7.13,11.57
2004-10-20,4.06,4.24,3.76,4.88,5.93,7.14,11.59
2004-10-21,4.07,4.25,3.78,4.89,5.91,7.1,11.52
2004-10-22,4.06,4.24,3.76,4.88,5.89,7.07,11.51
2004-10-25,4.04,4.22,3.74,4.87,5.86,7.04,11.46
2004-10-26,4.05,4.23,3.75,4.87,5.85,7.01,11.35
2004-10-27,4.14,4.32,3.84,4.95,5.86,6.96,11.38
2004-10-28,4.13,4.3,3.82,4.93,5.83,6.92,11.23
2004-10-29,4.08,4.25,3.78,4.88,5.78,6.87,11.1
2004-10-31,4.1,4.27,3.79,4.9,5.81,6.93,11.27
2004-11-01,4.15,4.32,3.85,4.95,5.82,6.91,11.18
2004-11-02,4.14,4.3,3.83,4.93,5.79,6.88,11.12
2004-11-03,4.13,4.29,3.83,4.91,5.75,6.82,11.02
2004-11-04,4.14,4.3,3.84,4.91,5.73,6.77,10.94
2004-11-05,4.27,4.43,3.98,5.02,5.77,6.76,10.87
2004-11-08,4.3,4.45,4.0,5.05,5.79,6.8,10.87
2004-11-09,4.3,4.45,4.0,5.05,5.8,6.8,10.9
2004-11-10,4.34,4.49,4.04,5.08,5.82,6.82,10.93
2004-11-11,4.34,4.49,4.04,5.08,5.82,6.82,10.93
2004-11-12,4.3,4.45,4.01,5.03,5.8,6.82,10.85
2004-11-15,4.3,4.44,4.0,5.02,5.78,6.79,10.77
2004-11-16,4.31,4.45,4.03,5.04,5.78,6.81,10.69
2004-11-17,4.26,4.39,3.97,4.98,5.77,6.8,10.68
2004-11-18,4.25,4.38,3.96,4.96,5.74,6.76,10.61
2004-11-19,4.32,4.45,4.03,5.04,5.74,6.74,10.6
2004-11-22,4.3,4.43,4.02,5.01,5.75,6.75,10.63
2004-11-23,4.32,4.45,4.04,5.03,5.75,6.74,10.61
2004-11-24,4.34,4.47,4.06,5.04,5.76,6.75,10.58
2004-11-25,4.35,4.48,4.07,5.04,5.8,6.84,10.59
2004-11-26,4.37,4.5,4.1,5.08,5.76,6.73,10.56
2004-11-29,4.43,4.57,4.15,5.14,5.82,6.79,10.55
2004-11-30,4.42,4.6,4.18,5.18,5.94,6.9,10.62
2004-12-01,4.43,4.6,4.18,5.19,5.95,6.89,10.55
2004-12-02,4.45,4.62,4.2,5.2,5.96,6.89,10.52
2004-12-03,4.35,4.5,4.09,5.08,5.9,6.86,10.48
2004-12-06,4.32,4.47,4.06,5.05,5.87,6.83,10.48
2004-12-07,4.32,4.47,4.06,5.05,5.85,6.8,10.41
2004-12-08,4.25,4.38,4.0,4.97,5.81,6.78,10.36
2004-12-09,4.27,4.41,4.02,5.0,5.79,6.75,10.28
2004-12-10,4.26,4.41,4.02,5.0,5.79,6.76,10.25
2004-12-13,4.27,4.41,4.02,5.0,5.78,6.73,10.21
2004-12-14,4.26,4.39,4.01,4.98,5.78,6.72,10.17
2004-12-15,4.22,4.34,3.98,4.93,5.73,6.68,10.08
2004-12-16,4.29,4.43,4.05,5.01,5.75,6.67,10.03
2004-12-17,4.32,4.46,4.07,5.03,5.76,6.71,10.07
2004-12-20,4.31,4.45,4.07,5.02,5.77,6.7,10.06
2004-12-21,4.29,4.43,4.05,5.0,5.77,6.68,10.02
2004-12-22,4.31,4.45,4.06,5.02,5.78,6.67,10.01
2004-12-23,4.31,4.45,4.07,5.02,5.79,6.68,10.01
2004-12-27,4.37,4.51,4.12,5.08,5.8,6.68,10.0
2004-12-28,4.37,4.52,4.12,5.08,5.82,6.69,9.95
2004-12-29,4.4,4.55,4.16,5.11,5.82,6.69,9.96
2004-12-30,4.36,4.5,4.12,5.06,5.8,6.67,9.94
2004-12-31,4.29,4.57,4.27,5.07,5.95,6.8,10.12
2005-01-03,4.29,4.58,4.28,5.08,5.92,6.75,10.07
2005-01-04,4.36,4.65,4.35,5.14,5.93,6.73,10.06
2005-01-05,4.37,4.64,4.36,5.15,5.97,6.81,10.14
2005-01-06,4.36,4.64,4.35,5.16,5.99,6.86,10.18
2005-01-07,4.38,4.65,4.36,5.17,6.0,6.86,10.18
2005-01-10,4.38,4.65,4.37,5.17,6.02,6.89,10.26
2005-01-11,4.36,4.62,4.34,5.15,6.05,6.95,10.39
2005-01-12,4.35,4.62,4.34,5.14,6.05,6.96,10.37
2005-01-13,4.31,4.57,4.3,5.1,6.04,6.97,10.39
2005-01-14,4.35,4.61,4.34,5.14,6.06,7.0,10.4
2005-01-17,4.34,4.6,4.33,5.13,6.04,6.98,10.36
2005-01-18,4.34,4.59,4.32,5.13,6.06,7.0,10.42
2005-01-19,4.34,4.58,4.32,5.13,6.05,6.99,10.44
2005-01-20,4.31,4.56,4.29,5.13,6.07,7.05,10.56
2005-01-21,4.28,4.53,4.26,5.11,6.06,7.07,10.59
2005-01-24,4.28,4.52,4.26,5.08,6.04,7.06,10.61
2005-01-25,4.33,4.58,4.3,5.12,6.03,7.03,10.54
2005-01-26,4.34,4.58,4.31,5.12,6.03,7.03,10.53
2005-01-27,4.35,4.6,4.32,5.13,6.02,6.99,10.46
2005-01-28,4.3,4.54,4.27,5.08,5.99,6.98,10.47
2005-01-31,4.34,4.56,4.29,5.11,6.0,7.02,10.63
2005-02-01,4.34,4.56,4.3,5.1,5.98,6.98,10.54
2005-02-02,4.35,4.57,4.31,5.1,5.96,6.94,10.44
2005-02-03,4.37,4.59,4.34,5.12,5.95,6.91,10.36
2005-02-04,4.3,4.5,4.26,5.03,5.9,6.87,10.32
2005-02-07,4.29,4.48,4.25,5.01,5.87,6.85,10.28
2005-02-08,4.29,4.48,4.25,5.0,5.84,6.8,10.29
2005-02-09,4.24,4.43,4.19,4.96,5.82,6.81,10.35
2005-02-10,4.29,4.51,4.26,5.03,5.84,6.81,10.43
2005-02-11,4.33,4.54,4.29,5.06,5.84,6.81,10.44
2005-02-14,4.32,4.52,4.29,5.04,5.82,6.77,10.38
2005-02-15,4.34,4.54,4.3,5.06,5.81,6.73,10.34
2005-02-16,4.39,4.6,4.36,5.11,5.81,6.71,10.31
2005-02-17,4.4,4.61,4.36,5.12,5.82,6.72,10.29
2005-02-18,4.45,4.67,4.43,5.18,5.84,6.73,10.3
2005-02-21,4.45,4.67,4.43,5.18,5.84,6.73,10.3
2005-02-22,4.47,4.69,4.44,5.2,5.87,6.75,10.29
2005-02-23,4.46,4.68,4.43,5.19,5.85,6.74,10.28
2005-02-24,4.48,4.7,4.46,5.2,5.85,6.72,10.24
2005-02-25,4.48,4.7,4.46,5.2,5.84,6.68,10.2
2005-02-28,4.57,4.81,4.55,5.3,5.91,6.79,10.31
2005-03-01,4.57,4.8,4.55,5.3,5.93,6.79,10.3
2005-03-02,4.57,4.8,4.55,5.31,5.94,6.82,10.35
2005-03-03,4.58,4.81,4.56,5.31,5.94,6.82,10.35
2005-03-04,4.53,4.75,4.51,5.26,5.91,6.8,10.31
2005-03-07,4.53,4.74,4.51,5.26,5.88,6.75,10.27
2005-03-08,4.58,4.8,4.57,5.32,5.9,6.74,10.25
2005-03-09,4.67,4.91,4.67,5.42,5.96,6.8,10.31
2005-03-10,4.65,4.88,4.64,5.39,5.99,6.83,10.33
2005-03-11,4.72,4.95,4.71,5.46,6.02,6.87,10.35
2005-03-14,4.71,4.93,4.71,5.46,6.06,6.88,10.41
2005-03-15,4.72,4.95,4.72,5.48,6.07,6.88,10.44
2005-03-16,4.72,4.94,4.72,5.51,6.14,7.0,10.59
2005-03-17,4.68,4.9,4.68,5.5,6.18,7.08,10.67
2005-03-18,4.71,4.94,4.71,5.54,6.19,7.1,10.67
2005-03-21,4.72,4.95,4.72,5.6,6.26,7.24,10.82
2005-03-22,4.8,5.04,4.81,5.7,6.34,7.31,10.94
2005-03-23,4.83,5.06,4.83,5.72,6.46,7.44,11.11
2005-03-24,4.83,5.06,4.83,5.69,6.46,7.43,11.02
2005-03-28,4.86,5.09,4.86,5.72,6.5,7.46,11.06
2005-03-29,4.83,5.07,4.84,5.72,6.55,7.52,11.12
2005-03-30,4.81,5.07,4.82,5.7,6.6,7.6,11.25
2005-03-31,4.82,5.04,4.77,5.68,6.67,7.63,11.57
2005-04-01,4.77,4.98,4.73,5.65,6.66,7.62,11.52
2005-04-04,4.79,4.99,4.73,5.67,6.68,7.65,11.6
2005-04-05,4.79,5.0,4.74,5.69,6.64,7.6,11.55
2005-04-06,4.76,4.97,4.7,5.64,6.57,7.52,11.44
2005-04-07,4.8,5.0,4.74,5.68,6.53,7.47,11.37
2005-04-08,4.82,5.02,4.76,5.7,6.55,7.47,11.39
2005-04-11,4.8,4.98,4.73,5.74,6.58,7.5,11.43
2005-04-12,4.73,4.91,4.66,5.66,6.58,7.56,11.55
2005-04-13,4.73,4.91,4.66,5.68,6.61,7.59,11.55
2005-04-14,4.7,4.9,4.63,5.7,6.69,7.69,11.73
2005-04-15,4.64,4.82,4.56,5.67,6.72,7.76,11.91
2005-04-18,4.62,4.81,4.55,5.69,6.76,7.83,12.03
2005-04-19,4.57,4.76,4.5,5.63,6.72,7.82,11.98
2005-04-20,4.58,4.78,4.51,5.6,6.67,7.77,11.94
2005-04-21,4.68,4.87,4.6,5.65,6.64,7.74,11.95
2005-04-22,4.64,4.82,4.56,5.58,6.62,7.74,12.03
2005-04-25,4.65,4.82,4.57,5.6,6.61,7.75,12.15
2005-04-26,4.66,4.84,4.58,5.63,6.64,7.81,12.27
2005-04-27,4.63,4.82,4.56,5.6,6.69,7.91,12.51
2005-04-28,4.57,4.76,4.5,5.55,6.68,7.95,12.73
2005-04-29,4.62,4.8,4.54,5.6,6.74,7.99,12.74
2005-04-30,4.62,4.82,4.56,5.62,6.74,8.05,12.79
2005-05-02,4.61,4.81,4.55,5.61,6.74,8.02,12.65
2005-05-03,4.63,4.83,4.57,5.63,6.74,8.01,12.59
2005-05-04,4.61,4.82,4.54,5.59,6.7,7.95,12.55
2005-05-05,4.57,4.78,4.5,5.61,6.66,7.93,12.56
2005-05-06,4.69,4.9,4.62,5.78,6.72,7.97,12.65
2005-05-09,4.71,4.91,4.64,5.77,6.74,7.97,12.6
2005-05-10,4.65,4.86,4.58,5.72,6.74,8.0,12.69
2005-05-11,4.64,4.85,4.58,5.72,6.79,8.07,12.88
2005-05-12,4.62,4.83,4.56,5.71,6.79,8.1,12.99
2005-05-13,4.58,4.79,4.52,5.7,6.84,8.17,13.15
2005-05-16,4.57,4.79,4.53,5.71,6.88,8.29,13.37
2005-05-17,4.57,4.79,4.53,5.72,6.93,8.38,13.48
2005-05-18,4.53,4.75,4.48,5.68,6.88,8.33,13.29
2005-05-19,4.58,4.79,4.53,5.7,6.8,8.21,13.19
2005-05-20,4.6,4.82,4.56,5.7,6.77,8.16,13.1
